Day,Month,Year,site_name,Zone,station,species,inflorescences,observer
9,august,2023,Washington,1Valley,pipe,Daucus carota,26,MF
9,august,2023,Washington,1Valley,pipe,Heterotheca villosa,6,MF
9,august,2023,Washington,1Valley,lathyrus rock,NA,NA,MF
9,august,2023,Washington,1Valley,logCanyon,NA,NA,MF
9,august,2023,Washington,1Valley,high rock,Hypericum perforatum,2,MF
6,august,2023,Sierra Valley,2Lava,tree,Epilobium brachycarpum,11,TC
6,august,2023,Sierra Valley,2Lava,fenceline,NA,0,TC
6,august,2023,Sierra Valley,2Lava,cement,Epilobium brachycarpum,148,TC
6,august,2023,Sierra Valley,2Lava,cement,Ivesia gordonii,61,TC
6,august,2023,Sierra Valley,2Lava,cement,Symphyotrichum sp,19,TC
6,august,2023,Sierra Valley,2Lava,mulesEars,Epilobium brachycarpum,15,TC
6,august,2023,Sierra Valley,1Road,niceLadyHouse,Chrysothamnus viscidiflorus,11,TC
6,august,2023,Sierra Valley,1Road,sign,Vicia villosa,122,TC
6,august,2023,Sierra Valley,1Road,sign,Convolvulus arvensis,8,TC
6,august,2023,Sierra Valley,1Road,sign,Symphyotrichum sp,5,TC
6,august,2023,Sierra Valley,1Road,sign,Epilobium brachycarpum,19,TC
6,august,2023,Sierra Valley,1Road,alfalfaTurn,Medicago sativa,87,TC
6,august,2023,Sierra Valley,1Road,alfalfaTurn,Epilobium brachycarpum,4,TC
6,august,2023,Sierra Valley,1Road,alfalfaTurn,Eriogonum luteolum,1250,TC
6,august,2023,Sierra Valley,1Road,alfalfaTurn2,NA,0,TC
6,august,2023,Sierra Valley,1Road,rabbit,Sisymbrium altissimum,9,TC
6,august,2023,Sierra Valley,1Road,bittern,Convolvulus arvensis,372,TC
6,august,2023,Sierra Valley,1Road,bittern,Epilobium brachycarpum,142,TC
6,august,2023,Sierra Valley,1Road,stream,Vicia villosa,34,TC
6,august,2023,Sierra Valley,1Road,stream,Epilobium brachycarpum,151,TC
6,august,2023,Sierra Valley,1Road,stream,Erythranthe guttata,26,TC
6,august,2023,Sierra Valley,1Road,stream,Trifolium sp,2,TC
12,august,2023,Lang Crossing,3Chap,Roadside1,NA,0,TC
12,august,2023,Lang Crossing,3Chap,Roadside2,NA,0,TC
12,august,2023,Lang Crossing,3Chap,Roadside3,NA,0,TC
12,august,2023,Lang Crossing,2Forest,PGEStump,Eriogonum nudum,33,TC
12,august,2023,Lang Crossing,2Forest,PGEStump,Asteraceae sp,107,TC
12,august,2023,Lang Crossing,1Meadow,post2trail,Achillea millefolium,69,TC
12,august,2023,Lang Crossing,1Meadow,post2trail,Solidago velutina,42,TC
12,august,2023,Lang Crossing,1Meadow,post2trail,Apiaceae sp,8,TC
12,august,2023,Lang Crossing,1Meadow,post2trail,Symphyotrichum sp,114,TC
12,august,2023,Lang Crossing,1Meadow,stump2rock,NA,0,TC
12,august,2023,Lang Crossing,1Meadow,MeadowStump,Asteraceae sp,560,TC
12,august,2023,Lang Crossing,1Meadow,MeadowStump,Achillea millefolium,12,TC
12,august,2023,Lang Crossing,1Meadow,PinkBush,NA,0,TC
12,august,2023,Lang Crossing,1Meadow,Serp1,Eriogonum nudum,54,TC
16,august,2023,Donner Pass,1Tracks,rust,Sidalcea glaucescens,34,TC
16,august,2023,Donner Pass,1Tracks,rust,Monardella odoratissima,6,TC
16,august,2023,Donner Pass,1Tracks,rust,Symphyotrichum sp,95,TC
16,august,2023,Donner Pass,1Tracks,rust,Hypericum perforatum,9,TC
16,august,2023,Donner Pass,1Tracks,small rock,Symphyotrichum sp,226,TC
16,august,2023,Donner Pass,1Tracks,small rock,Sidalcea glaucescens,51,TC
16,august,2023,Donner Pass,1Tracks,small rock,Solidago velutina,2,TC
16,august,2023,Donner Pass,1Tracks,small rock,Horkelia fusca,32,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Symphyotrichum sp,50,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Apiaceae sp,246,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Sidalcea glaucescens,135,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Castilleja miniata,105,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Hypericum perforatum,75,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Solidago velutina,55,TC
16,august,2023,Donner Pass,1Tracks,baby tree,Horkelia fusca,206,TC
16,august,2023,Donner Pass,1Tracks,access road,Solidago velutina,61,TC
16,august,2023,Donner Pass,1Tracks,access road,Sidalcea glaucescens,69,TC
16,august,2023,Donner Pass,1Tracks,access road,Symphyotrichum sp,27,TC
16,august,2023,Donner Pass,2Meadow,picnic table,Erigeron glacialis,94,TC
16,august,2023,Donner Pass,2Meadow,picnic table,Asteraceae sp,6,TC
16,august,2023,Donner Pass,2Meadow,picnic table,Apiaceae sp,1,TC
16,august,2023,Donner Pass,2Meadow,picnic table,Gayophytum sp,15,TC
16,august,2023,Donner Pass,2Meadow,picnic table,Persicaria sp,5,TC
16,august,2023,Donner Pass,1Tracks,side road,Asteraceae sp,127,TC
16,august,2023,Donner Pass,1Tracks,side road,Sidalcea glaucescens,14,TC
16,august,2023,Donner Pass,1Tracks,side road,Eriogonum nudum,29,TC
16,august,2023,Donner Pass,1Tracks,side road,Helianthella californica,1,TC
16,august,2023,Donner Pass,1Tracks,rail turnoff,Asteraceae sp,320,TC
16,august,2023,Donner Pass,1Tracks,rail turnoff,Helianthella californica,2,TC
16,august,2023,Donner Pass,1Tracks,rail turnoff,Monardella odoratissima,4,TC
16,august,2023,Donner Pass,1Tracks,rail turnoff,Eurybia integrifolia,66,TC
16,august,2023,Donner Pass,1Tracks,rail turnoff,Achillea millefolium,5,TC
16,august,2023,Donner Pass,1Tracks,rail turnoff 2,NA,NA,TC
16,august,2023,Donner Pass,1Tracks,rabbitbrush,Eriogonum nudum,93,TC
16,august,2023,Donner Pass,1Tracks,snowshed,Penstemon heterophyllus,24,TC
16,august,2023,Donner Pass,1Tracks,snowshed,Eriogonum umbellatum,28,TC
18,august,2023,Mt Rose,1Forest,road end,Monardella odoratissima,429,TC
18,august,2023,Mt Rose,1Forest,road end,Gayophytum sp,190,TC
18,august,2023,Mt Rose,1Forest,road end,Lupinus sp,5,TC
18,august,2023,Mt Rose,1Forest,rabbitbrush,Ericameria nauseosa,36,TC
18,august,2023,Mt Rose,1Forest,ditch tree,Monardella odoratissima,304,TC
18,august,2023,Mt Rose,1Forest,ditch tree,Castilleja applegatei,77,TC
18,august,2023,Mt Rose,1Forest,ditch tree,Wyethia mollis,25,TC
18,august,2023,Mt Rose,1Forest,ditch tree,Lupinus sp,133,TC
18,august,2023,Mt Rose,1Forest,ditch tree,Apiaceae sp,43,TC
18,august,2023,Mt Rose,1Forest,ditch tree,Valeriana californica,8,TC
18,august,2023,Mt Rose,2Meadow,meadow rock,Symphyotrichum sp,7,TC
18,august,2023,Mt Rose,2Meadow,meadow rock,Potentilla gracilis,2,TC
18,august,2023,Mt Rose,2Meadow,meadow rock,Erythranthe guttata,19,TC
18,august,2023,Mt Rose,2Meadow,meadow rock,Ranunculus sp,5,TC
18,august,2023,Mt Rose,2Meadow,meadow rock,Bistorta bistortoides,1,TC
18,august,2023,Mt Rose,2Meadow,meadow rock,Trifolium sp,10,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Potentilla gracilis,444,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Bistorta bistortoides,3,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Penstemon procerus,154,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Montia chamissoi,232,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Erythranthe guttata,48,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Hackelia sp,31,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Gayophytum sp,39,TC
18,august,2023,Mt Rose,2Meadow,rock2pond,Lupinus sp,28,TC
18,august,2023,Mt Rose,3Alpine,hillside,Erysimum sp,3,TC
18,august,2023,Mt Rose,3Alpine,hillside,Castilleja applegatei,6,TC
18,august,2023,Mt Rose,3Alpine,hillside,Lupinus sp,2,TC
18,august,2023,Mt Rose,3Alpine,waterfall,NA,0,TC
18,august,2023,Mt Rose,2Meadow,fallen trees,Agoseris glauca,2,TC
18,august,2023,Mt Rose,2Meadow,fallen trees,Erysimum capitatum,3,TC
18,august,2023,Mt Rose,2Meadow,fallen trees,Apiaceae sp,66,TC
18,august,2023,Mt Rose,2Meadow,fallen trees,Gayophytum sp,152,TC
18,august,2023,Mt Rose,1Forest,small rock,Castilleja applegatei,11,TC
18,august,2023,Mt Rose,1Forest,small rock,Wyethia mollis,4,TC
18,august,2023,Mt Rose,1Forest,boulder,Monardella odoratissima,3,TC
18,august,2023,Mt Rose,1Forest,boulder,Lupinus sp,55,TC
18,august,2023,Mt Rose,1Forest,boulder,Eriogonum umbellatum,15,TC
18,august,2023,Mt Rose,1Forest,boulder,Ipomopsis aggregata,12,TC
18,august,2023,Mt Rose,1Forest,boulder,Angelica breweri,2,TC
18,august,2023,Mt Rose,1Forest,dead shrub,Lupinus sp,80,TC
18,august,2023,Mt Rose,1Forest,dead shrub,Monardella odoratissima,257,TC
18,august,2023,Mt Rose,1Forest,dead shrub,Angelica breweri,14,TC
25,august,2023,Washington,2Serp,ditch,Erythranthe guttata,5,MF
25,august,2023,Washington,2Serp,stump,NA,NA,MF
25,august,2023,Washington,2Serp,yerba,NA,NA,MF
25,august,2023,Washington,1Valley,pipe,Centaurea solstitialis,171,MF
25,august,2023,Washington,1Valley,pipe,Daucus carota,1,MF
25,august,2023,Washington,1Valley,pipe,Heterotheca villosa,48,MF
25,august,2023,Washington,1Valley,lathyrus rock,NA,NA,MF
25,august,2023,Washington,1Valley,logCanyon,Asteraceae sp,500,MF
25,august,2023,Washington,1Valley,high rock,NA,NA,MF
19,august,2023,Castle Peak,1LowForest,swamp,Penstemon sp,15,TC
19,august,2023,Castle Peak,1LowForest,swamp,Apiaceae sp,31,TC
19,august,2023,Castle Peak,1LowForest,swamp,Trifolium longipes,4,TC
19,august,2023,Castle Peak,1LowForest,swamp,Primula tetrandra,2,TC
19,august,2023,Castle Peak,1LowForest,swamp,Epilobium sp,1,TC
19,august,2023,Castle Peak,1LowForest,swamp,Erythranthe primuloides,29,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Senecio triangularis,168,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Ligusticum grayi,95,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Heracleum maximum,23,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Symphyotrichum sp,46,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Potentilla gracilis,29,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Asteraceae sp,81,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Erigeron sp,5,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Erythranthe guttata,19,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Erythranthe primuloides,3,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Erythranthe breweri,31,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Unknown1,20,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Calyptridium monospermum,13,TC
19,august,2023,Castle Peak,1LowForest,trickle ,Veratrum californicum,680,TC
19,august,2023,Castle Peak,1LowForest,skeeters,Gayophytum sp,88,TC
19,august,2023,Castle Peak,1LowForest,skeeters,Sidalcea glaucescens,18,TC
19,august,2023,Castle Peak,1LowForest,skeeters,Veratrum californicum,136,TC
19,august,2023,Castle Peak,2CastleAscent,trail split,NA,0,TC
19,august,2023,Castle Peak,2CastleAscent,onion!,Wyethia mollis,2,TC
19,august,2023,Castle Peak,2CastleAscent,onion!,Gayophytum sp,5,TC
19,august,2023,Castle Peak,2CastleAscent,onion!,Eriogonum umbellatum,18,TC
19,august,2023,Castle Peak,2CastleAscent,buckwheat,NA,0,TC
19,august,2023,Castle Peak,2CastleAscent,valeria,Monardella odoratissima,95,TC
19,august,2023,Castle Peak,2CastleAscent,valeria,Angelica breweri,1,TC
19,august,2023,Castle Peak,2CastleAscent,valeria,Wyethia mollis,1,TC
19,august,2023,Castle Peak,2CastleAscent,pine alpine,NA,0,TC
19,august,2023,Castle Peak,2CastleAscent,logs,Sidalcea glaucescens,53,TC
19,august,2023,Castle Peak,2CastleAscent,logs,Apiaceae sp,30,TC
22,august,2023,Sierra Valley,2Lava,tree,NA,0,TC
22,august,2023,Sierra Valley,2Lava,fenceline,NA,0,TC
22,august,2023,Sierra Valley,2Lava,cement,Epilobium brachycarpum,180,TC
22,august,2023,Sierra Valley,2Lava,cement,Symphyotrichum sp,16,TC
22,august,2023,Sierra Valley,2Lava,mulesEars,Epilobium brachycarpum,27,TC
22,august,2023,Sierra Valley,1Road,niceLadyHouse,Madia elegans,13,TC
22,august,2023,Sierra Valley,1Road,niceLadyHouse,Epilobium brachycarpum,16,TC
22,august,2023,Sierra Valley,1Road,sign,Vicia villosa,89,TC
22,august,2023,Sierra Valley,1Road,sign,Symphyotrichum sp,20,TC
22,august,2023,Sierra Valley,1Road,sign,Epilobium brachycarpum,11,TC
22,august,2023,Sierra Valley,1Road,sign,Lactuca serriola,24,TC
22,august,2023,Sierra Valley,1Road,alfalfaTurn,Eriogonum luteolum,300,TC
22,august,2023,Sierra Valley,1Road,alfalfaTurn2,NA,0,TC
22,august,2023,Sierra Valley,1Road,rabbit,Sisymbrium altissimum,2,TC
22,august,2023,Sierra Valley,1Road,stream,Symphyotrichum sp,90,TC
22,august,2023,Sierra Valley,1Road,stream,Trifolium sp,11,TC
22,august,2023,Sierra Valley,1Road,stream,Erythranthe guttata,12,TC
22,august,2023,Sierra Valley,1Road,stream,Vicia villosa,42,TC
22,august,2023,Sierra Valley,1Road,stream,Epilobium brachycarpum,45,TC
22,august,2023,Sierra Valley,1Road,stream,Madia elegans,4,TC
22,august,2023,Sierra Valley,1Road,bittern,Convolvulus arvensis,16,TC
28,august,2023,Lang Crossing,1Meadow,Serp1,NA,0,TC
28,august,2023,Lang Crossing,1Meadow,PinkBush,NA,0,TC
28,august,2023,Lang Crossing,1Meadow,post2trail,Achillea millefolium,5,TC
28,august,2023,Lang Crossing,1Meadow,post2trail,Solidago velutina,24,TC
28,august,2023,Lang Crossing,1Meadow,post2trail,Epilobium brachycarpum,32,TC
28,august,2023,Lang Crossing,1Meadow,post2trail,Symphyotrichum sp,60,TC
28,august,2023,Lang Crossing,1Meadow,stump2rock,Epilobium brachycarpum,12,TC
28,august,2023,Lang Crossing,1Meadow,MeadowStump,Asteraceae sp,200,TC
28,august,2023,Lang Crossing,1Meadow,MeadowStump,Epilobium brachycarpum,20,TC
28,august,2023,Lang Crossing,2Forest,PGEStump,NA,NA,TC
28,august,2023,Lang Crossing,3Chap,Roadside3,Hypericum perforatum,26,TC
28,august,2023,Lang Crossing,3Chap,Roadside1,NA,0,TC
28,august,2023,Lang Crossing,3Chap,Roadside2,NA,0,TC
28,august,2023,Donner Pass,1Tracks,rust,Sidalcea glaucescens,13,TC
28,august,2023,Donner Pass,1Tracks,rust,Symphyotrichum sp,83,TC
28,august,2023,Donner Pass,1Tracks,small rock,Symphyotrichum sp,55,TC
28,august,2023,Donner Pass,1Tracks,small rock,Horkelia fusca,5,TC
28,august,2023,Donner Pass,1Tracks,small rock,Sidalcea glaucescens,15,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Solidago sp,43,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Castilleja miniata,61,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Symphyotrichum sp,288,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Apiaceae sp,57,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Horkelia fusca,89,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Sidalcea glaucescens,38,TC
28,august,2023,Donner Pass,1Tracks,baby tree,Hypericum perforatum,45,TC
28,august,2023,Donner Pass,1Tracks,access road,Symphyotrichum sp,283,TC
28,august,2023,Donner Pass,1Tracks,access road,Solidago velutina,6,TC
28,august,2023,Donner Pass,1Tracks,access road,Sidalcea glaucescens,25,TC
28,august,2023,Donner Pass,2Meadow,picnic table,Symphyotrichum sp,25,TC
28,august,2023,Donner Pass,1Tracks,side road,Asteraceae sp,120,TC
28,august,2023,Donner Pass,1Tracks,side road,Sidalcea glaucescens,5,TC
28,august,2023,Donner Pass,1Tracks,rail turnoff 2,NA,NA,TC
28,august,2023,Donner Pass,1Tracks,rail turnoff,Sidalcea glaucescens,3,TC
28,august,2023,Donner Pass,1Tracks,rail turnoff,Eurybia integrifolia,19,TC
28,august,2023,Donner Pass,1Tracks,rail turnoff,Asteraceae sp,350,TC
28,august,2023,Donner Pass,1Tracks,rail turnoff,Symphyotrichum sp,46,TC
28,august,2023,Donner Pass,1Tracks,rabbitbrush,Eriogonum nudum,18,TC
28,august,2023,Donner Pass,1Tracks,snowshed,Penstemon heterophyllus,36,TC
10,september,2023,Washington,2Serp,ditch,Ericameria nauseosa,125,MF
10,september,2023,Washington,2Serp,ditch,Lactuca serriola,10,MF
10,september,2023,Washington,2Serp,ditch,Epilobium brachycarpum,7,MF
10,september,2023,Washington,2Serp,stump,NA,NA,MF
10,september,2023,Washington,2Serp,yerba,NA,NA,MF
10,september,2023,Washington,1Valley,pipe,Centaurea solstitialis,89,MF
10,september,2023,Washington,1Valley,pipe,Daucus carota,4,MF
10,september,2023,Washington,1Valley,pipe,Heterotheca villosa,73,MF
10,september,2023,Washington,1Valley,lathyrus rock,Epilobium brachycarpum,7,MF
10,september,2023,Washington,1Valley,logCanyon,Sericocarpus oregonensis californicus,50,MF
10,september,2023,Washington,1Valley,logCanyon,Oenothera elata,2,MF
10,september,2023,Washington,1Valley,high rock,NA,NA,MF
31,august,2023,Mt Rose,1Forest,road end,Monardella odoratissima,207,TC
31,august,2023,Mt Rose,1Forest,brush,Ericameria nauseosa,364,TC
31,august,2023,Mt Rose,1Forest,ditch tree,Wyethia mollis,30,TC
31,august,2023,Mt Rose,1Forest,ditch tree,Monardella odoratissima,400,TC
31,august,2023,Mt Rose,1Forest,ditch tree,Castilleja applegatei,73,TC
31,august,2023,Mt Rose,1Forest,ditch tree,Apiaceae sp,38,TC
31,august,2023,Mt Rose,1Forest,ditch tree,Lupinus sp,55,TC
31,august,2023,Mt Rose,2Meadow,meadow rock,Symphyotrichum sp,48,TC
31,august,2023,Mt Rose,2Meadow,meadow rock,Potentilla gracilis,1,TC
31,august,2023,Mt Rose,2Meadow,meadow rock,Trifolium sp,3,TC
31,august,2023,Mt Rose,2Meadow,meadow rock,Erythranthe guttata,13,TC
31,august,2023,Mt Rose,2Meadow,meadow rock,Ranunculus sp,1,TC
31,august,2023,Mt Rose,2Meadow,meadow rock,Bistorta bistortoides,2,TC
31,august,2023,Mt Rose,2Meadow,rock2pond,Potentilla gracilis,484,TC
31,august,2023,Mt Rose,2Meadow,rock2pond,Hackelia sp,7,TC
31,august,2023,Mt Rose,2Meadow,rock2pond,Symphyotrichum sp,24,TC
31,august,2023,Mt Rose,2Meadow,rock2pond,Penstemon procerus,8,TC
31,august,2023,Mt Rose,2Meadow,rock2pond,Lupinus sp,5,TC
31,august,2023,Mt Rose,3Alpine,hillside,NA,0,TC
31,august,2023,Mt Rose,3Alpine,waterfall,NA,0,TC
31,august,2023,Mt Rose,2Meadow,fallen trees,NA,0,TC
31,august,2023,Mt Rose,1Forest,small rock,NA,0,TC
31,august,2023,Mt Rose,1Forest,boulder,Lupinus sp,68,TC
31,august,2023,Mt Rose,1Forest,dead shrub,Angelica breweri,7,TC
31,august,2023,Mt Rose,1Forest,dead shrub,Lupinus sp,94,TC
31,august,2023,Mt Rose,1Forest,dead shrub,Monardella odoratissima,50,TC
5,september,2023,Sierra Valley,2Lava,tree,NA,0,TC
5,september,2023,Sierra Valley,2Lava,fenceline,NA,0,TC
5,september,2023,Sierra Valley,2Lava,cement,Symphyotrichum sp,25,TC
5,september,2023,Sierra Valley,2Lava,cement,Epilobium brachycarpum,19,TC
5,september,2023,Sierra Valley,1Road,niceLadyHouse,Madia elegans,26,TC
5,september,2023,Sierra Valley,1Road,sign,Vicia villosa,136,TC
5,september,2023,Sierra Valley,1Road,sign,Madia elegans,10,TC
5,september,2023,Sierra Valley,1Road,sign,Symphyotrichum sp,20,TC
5,september,2023,Sierra Valley,1Road,sign,Convolvulus arvensis,3,TC
5,september,2023,Sierra Valley,1Road,alfalfaTurn,Eriogonum luteolum,255,TC
5,september,2023,Sierra Valley,1Road,alfalfaTurn2,NA,0,TC
5,september,2023,Sierra Valley,1Road,rabbit,Ericameria nauseosa,15,TC
5,september,2023,Sierra Valley,1Road,bittern,Convolvulus arvensis,16,TC
5,september,2023,Sierra Valley,1Road,bittern,Epilobium brachycarpum,13,TC
5,september,2023,Sierra Valley,1Road,bittern,Madia elegans,4,TC
5,september,2023,Sierra Valley,1Road,stream,Symphyotrichum sp,51,TC
5,september,2023,Sierra Valley,1Road,stream,Erythranthe guttata,1,TC
6,september,2023,Castle Peak,1LowForest,swamp,Apiaceae sp,41,TC
6,september,2023,Castle Peak,1LowForest,swamp,Symphyotrichum sp,31,TC
6,september,2023,Castle Peak,1LowForest,swamp,Erythranthe primuloides,5,TC
6,september,2023,Castle Peak,1LowForest,swamp,Stellaria sp,2,TC
6,september,2023,Castle Peak,1LowForest,swamp,Penstemon sp,7,TC
6,september,2023,Castle Peak,1LowForest,swamp,Trifolium longipes,3,TC
6,september,2023,Castle Peak,1LowForest,logs,Symphyotrichum sp,150,TC
6,september,2023,Castle Peak,1LowForest,logs,Apiaceae sp,4,TC
6,september,2023,Castle Peak,1LowForest,logs,Sidalcea glaucescens,19,TC
6,september,2023,Castle Peak,1LowForest,logs,Eurybia integrifolia,3,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Senecio triangularis,165,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Asteraceae sp,126,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Erigeron sp,10,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Apiaceae sp,55,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Potentilla gracilis,93,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Heracleum maximum,3,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Veratrum californicum,46,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Symphyotrichum sp,20,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Eurybia integrifolia,17,TC
6,september,2023,Castle Peak,1LowForest,trickle ,Sidalcea glaucescens,15,TC
6,september,2023,Castle Peak,2CastleAscent,trail split,Artemisia tridentata,211,TC
6,september,2023,Castle Peak,2CastleAscent,onion!,NA,0,TC
6,september,2023,Castle Peak,2CastleAscent,buckwheat,Artemisia tridentata,118,TC
6,september,2023,Castle Peak,2CastleAscent,valeria,Monardella odoratissima,18,TC
6,september,2023,Castle Peak,2CastleAscent,pine alpine,NA,0,TC
13,september,2023,Lang Crossing,1Meadow,Serp1,NA,0,TC
13,september,2023,Lang Crossing,1Meadow,PinkBush,NA,0,TC
13,september,2023,Lang Crossing,1Meadow,post2trail,Epilobium brachycarpum,65,TC
13,september,2023,Lang Crossing,1Meadow,post2trail,Symphyotrichum sp,5,TC
13,september,2023,Lang Crossing,1Meadow,stump2rock,Epilobium brachycarpum,22,TC
13,september,2023,Lang Crossing,1Meadow,MeadowStump,Epilobium brachycarpum,35,TC
13,september,2023,Lang Crossing,2Forest,PGEStump,NA,0,TC
13,september,2023,Lang Crossing,3Chap,Roadside3,Hypericum perforatum,48,TC
13,september,2023,Lang Crossing,3Chap,Roadside3,Eriogonum wrightii,111,TC
13,september,2023,Lang Crossing,3Chap,Roadside1,Eriogonum wrightii,2,TC
13,september,2023,Lang Crossing,3Chap,Roadside2,Eriogonum wrightii,144,TC
13,september,2023,Donner Pass,1Tracks,rust,Castilleja miniata,3,TC
13,september,2023,Donner Pass,1Tracks,rust,Sidalcea glaucescens,8,TC
13,september,2023,Donner Pass,1Tracks,rust,Symphyotrichum sp,32,TC
13,september,2023,Donner Pass,1Tracks,rust,Hypericum perforatum,1,TC
13,september,2023,Donner Pass,1Tracks,small rock,Symphyotrichum sp,21,TC
13,september,2023,Donner Pass,1Tracks,small rock,Sidalcea glaucescens,7,TC
13,september,2023,Donner Pass,1Tracks,baby tree,Sidalcea glaucescens,14,TC
13,september,2023,Donner Pass,1Tracks,baby tree,Hypericum perforatum,72,TC
13,september,2023,Donner Pass,1Tracks,baby tree,Symphyotrichum sp,91,TC
13,september,2023,Donner Pass,1Tracks,baby tree,Solidago sp,5,TC
13,september,2023,Donner Pass,1Tracks,baby tree,Horkelia fusca,28,TC
13,september,2023,Donner Pass,1Tracks,baby tree,Castilleja miniata,9,TC
13,september,2023,Donner Pass,1Tracks,access road,Sidalcea glaucescens,26,TC
13,september,2023,Donner Pass,1Tracks,access road,Solidago velutina,1,TC
13,september,2023,Donner Pass,1Tracks,access road,Symphyotrichum sp,79,TC
13,september,2023,Donner Pass,2Meadow,picnic table,Symphyotrichum sp,21,TC
13,september,2023,Donner Pass,1Tracks,side road,Asteraceae sp,20,TC
13,september,2023,Donner Pass,1Tracks,rail turnoff,Eurybia integrifolia,40,TC
13,september,2023,Donner Pass,1Tracks,rail turnoff,Symphyotrichum sp,61,TC
13,september,2023,Donner Pass,1Tracks,rail turnoff,Asteraceae sp,36,TC
13,september,2023,Donner Pass,1Tracks,rail turnoff,Sidalcea glaucescens,1,TC
13,september,2023,Donner Pass,1Tracks,rail turnoff 2,NA,NA,TC
13,september,2023,Donner Pass,1Tracks,rabbitbrush,Ericameria nauseosa,37,TC
13,september,2023,Donner Pass,3Bridge,snowshed,Penstemon heterophyllus,8,TC
16,september,2023,Mt Rose,1Forest,road end,Monardella odoratissima,196,TC
16,september,2023,Mt Rose,1Forest,road end,Artemisia tridentata,45,TC
16,september,2023,Mt Rose,1Forest,brush,Ericameria nauseosa,642,TC
16,september,2023,Mt Rose,1Forest,brush,Artemisia tridentata,46,TC
16,september,2023,Mt Rose,2Meadow,ditch tree,Monardella odoratissima,208,TC
16,september,2023,Mt Rose,2Meadow,ditch tree,Castilleja applegatei,18,TC
16,september,2023,Mt Rose,2Meadow,ditch tree,Wyethia mollis,11,TC
16,september,2023,Mt Rose,2Meadow,ditch tree,Lupinus sp,2,TC
16,september,2023,Mt Rose,2Meadow,meadow rock,Symphyotrichum sp,52,TC
16,september,2023,Mt Rose,2Meadow,rock2pond,Potentilla gracilis,168,TC
16,september,2023,Mt Rose,2Meadow,rock2pond,Symphyotrichum sp,38,TC
16,september,2023,Mt Rose,3Alpine,hillside,NA,0,TC
16,september,2023,Mt Rose,3Alpine,waterfall,NA,0,TC
16,september,2023,Mt Rose,2Meadow,fallen trees,NA,0,TC
16,september,2023,Mt Rose,1Forest,small rock,NA,0,TC
16,september,2023,Mt Rose,1Forest,boulder,Lupinus sp,38,TC
16,september,2023,Mt Rose,1Forest,dead shrub,NA,0,TC
19,september,2023,Castle Peak,1LowForest,logs,Eurybia integrifolia,30,TC
19,september,2023,Castle Peak,1LowForest,logs,Symphyotrichum sp,136,TC
19,september,2023,Castle Peak,1LowForest,trickle ,Symphyotrichum sp,15,TC
19,september,2023,Castle Peak,1LowForest,trickle ,Erigeron sp,9,TC
19,september,2023,Castle Peak,1LowForest,trickle ,Asteraceae sp,27,TC
19,september,2023,Castle Peak,1LowForest,trickle ,Potentilla gracilis,72,TC
19,september,2023,Castle Peak,1LowForest,trickle ,Apiaceae sp,6,TC
19,september,2023,Castle Peak,1LowForest,trickle ,Senecio triangularis,32,TC
19,september,2023,Castle Peak,1LowForest,skeeters,Eurybia integrifolia,11,TC
